./pomplogs/Auken.txt.gz
Pomp,jaar,maand,seconden
1,2010,11,380766
1,2011,0,537625
1,2011,1,778370
1,2011,2,653130
1,2011,3,328521
1,2011,4,423417
1,2011,5,500719
1,2011,6,597869
1,2011,7,697936
1,2011,8,639373
1,2011,9,665625
1,2011,10,735313
1,2011,11,637435
1,2012,0,622818
1,2012,1,704886
1,2012,2,827021
1,2012,3,662270
1,2012,4,708260
1,2012,5,683502
1,2012,6,728442
1,2012,7,710613
1,2012,8,652732
1,2012,9,778874
1,2012,10,954479
1,2012,11,292140
