./pomplogs/Halfweg.txt.gz
Pomp,jaar,maand,seconden
1,2010,3,290114
1,2010,4,310869
1,2010,5,239542
1,2010,6,268487
1,2010,7,421320
1,2010,8,243091
1,2010,9,408662
1,2010,10,438841
1,2010,11,236377
1,2011,0,265368
1,2011,1,186273
1,2011,2,261480
1,2011,3,249772
1,2011,4,236370
1,2011,5,291013
1,2011,6,456157
1,2011,7,473918
1,2011,8,453798
1,2011,9,480804
1,2011,10,275863
1,2011,11,571957
1,2012,0,499140
1,2012,1,357429
1,2012,2,344507
1,2012,3,308281
1,2012,4,333816
1,2012,5,368611
1,2012,6,461086
1,2012,7,412246
1,2012,8,0
1,2012,9,0
1,2012,10,0
1,2012,11,0
