./pomplogs/Stroink.txt.gz
Pomp,jaar,maand,seconden
1,2012,9,0
1,2012,10,0
1,2012,11,0
2,2001,0,0
2,2001,1,0
2,2001,2,671522
2,2001,3,852397
2,2001,4,742860
2,2001,5,109994
2,2001,6,0
2,2001,7,481525
2,2001,8,1740153
2,2001,9,965014
2,2001,10,1276166
2,2001,11,1270635
2,2002,0,295408
2,2002,1,3530002
2,2002,2,1255042
2,2002,3,195710
2,2002,4,255542
2,2002,5,0
2,2002,6,0
2,2002,7,0
2,2002,8,4638
2,2002,9,342596
2,2002,10,1281023
2,2002,11,322550
2,2003,0,1016196
2,2003,1,1258702
2,2003,2,181794
2,2003,3,0
2,2003,4,89244
2,2003,5,7101
2,2003,6,0
2,2003,7,0
2,2003,8,8
2,2003,9,231571
2,2003,10,270996
2,2003,11,1130698
2,2004,0,1290642
2,2004,1,837710
2,2004,2,373662
2,2004,3,203427
2,2004,4,0
2,2004,5,66746
2,2004,6,399292
2,2004,7,743891
2,2004,8,779202
2,2004,9,449769
2,2004,10,790519
2,2004,11,588574
2,2005,0,671877
2,2005,1,444744
2,2005,2,811631
2,2005,3,426129
2,2005,4,335624
2,2005,5,0
2,2005,6,0
2,2005,7,0
2,2005,8,3795
2,2005,9,38748
2,2005,10,61387
2,2005,11,133076
2,2006,0,0
2,2006,1,0
2,2006,2,0
2,2006,3,33999
2,2006,4,0
2,2006,5,0
2,2006,6,18457
2,2006,7,99578
2,2006,8,377772
2,2006,9,105439
2,2006,10,614874
2,2006,11,885224
2,2007,0,845381
2,2007,1,618388
2,2007,2,701134
2,2007,3,0
2,2007,4,0
2,2007,5,0
2,2007,6,554605
2,2007,7,203442
2,2007,8,211495
2,2007,9,766048
2,2007,10,699152
2,2007,11,547602
2,2008,0,765627
2,2008,1,659477
2,2008,2,907440
2,2008,3,205773
2,2008,4,0
2,2008,5,0
2,2008,6,32077
2,2008,7,551816
2,2008,8,352919
2,2008,9,636309
2,2008,10,883911
2,2008,11,591252
2,2009,0,627883
2,2009,1,355266
2,2009,2,373159
2,2009,3,33556
2,2009,4,51068
2,2009,5,0
2,2009,6,0
2,2009,7,0
2,2009,8,0
2,2009,9,144318
2,2009,10,671728
2,2009,11,928858
2,2010,0,829668
2,2010,1,644530
2,2010,2,728889
2,2010,3,0
2,2010,4,92977
2,2010,5,0
2,2010,6,0
2,2010,7,316478
2,2010,8,618561
2,2010,9,388113
2,2010,10,253625
2,2010,11,116478
2,2011,0,659377
2,2011,1,178509
2,2011,2,52451
2,2011,3,12453
2,2011,4,2632
2,2011,5,1357
2,2011,6,274230
2,2011,7,483323
2,2011,8,205647
2,2011,9,10827
2,2011,10,9972
2,2011,11,812505
2,2012,0,912004
2,2012,1,536813
2,2012,2,202676
2,2012,3,7565
2,2012,4,121846
2,2012,5,69419
2,2012,6,272462
2,2012,7,373535
2,2012,8,0
2,2012,9,0
2,2012,10,0
2,2012,11,0
