./pomplogs/BlankenhamHT-LT.txt.gz
Pomp,jaar,maand,seconden
1,2011,3,43
1,2011,4,28
1,2011,5,0
1,2011,6,82988
1,2011,7,22023
1,2011,8,306222
1,2011,9,248630
1,2011,10,788
1,2011,11,898968
1,2012,0,330413
1,2012,1,28
1,2012,2,55
1,2012,3,91
1,2012,4,94
1,2012,5,68
1,2012,6,67908
1,2012,7,115399
1,2012,8,0
1,2012,9,0
1,2012,10,0
1,2012,11,0
