./pomplogs/Broammeul1.txt.gz
Pomp,jaar,maand,seconden
0,2000,0,0
0,2000,1,0
0,2000,2,0
0,2000,3,0
0,2000,4,0
0,2000,5,0
0,2000,6,0
0,2000,7,0
0,2000,8,0
0,2000,9,0
0,2000,10,0
0,2000,11,92786
0,2001,0,0
0,2001,1,6231454
0,2001,2,1312409
0,2001,3,647450
0,2001,4,1051447
0,2001,5,346609
0,2001,6,89436
0,2001,7,0
0,2001,8,536
0,2001,9,450446
0,2001,10,1147015
0,2001,11,1474433
0,2002,0,1454796
0,2002,1,1726498
0,2002,2,968327
0,2002,3,498548
0,2002,4,309982
0,2002,5,419744
0,2002,6,499295
0,2002,7,658909
0,2002,8,397933
0,2002,9,1083697
0,2002,10,1373982
0,2002,11,953489
0,2003,0,1323258
0,2003,1,782313
0,2003,2,516355
0,2003,3,350071
0,2003,4,537599
0,2003,5,338567
0,2003,6,259901
0,2003,7,147128
0,2003,8,341220
0,2003,9,517760
0,2003,10,692263
0,2003,11,1304332
0,2004,0,1665476
0,2004,1,1518541
0,2004,2,993419
0,2004,3,317725
0,2004,4,184829
0,2004,5,415437
0,2004,6,673481
0,2004,7,1250816
0,2004,8,568705
0,2004,9,865292
0,2004,10,1172820
0,2004,11,739834
0,2005,0,937845
0,2005,1,911454
0,2005,2,939596
0,2005,3,714129
0,2005,4,548934
0,2005,5,303357
0,2005,6,476397
0,2005,7,667260
0,2005,8,363490
0,2005,9,578658
0,2005,10,720714
0,2005,11,828154
0,2006,0,612327
0,2006,1,639962
0,2006,2,754030
0,2006,3,563792
0,2006,4,260774
0,2006,5,153919
0,2006,6,85256
0,2006,7,872080
0,2006,8,445063
0,2006,9,592455
0,2006,10,1142003
0,2006,11,1059159
0,2007,0,1641411
0,2007,1,1112784
0,2007,2,1137814
0,2007,3,165292
0,2007,4,269985
0,2007,5,402801
0,2007,6,1384978
0,2007,7,451577
0,2007,8,468566
0,2007,9,456234
0,2007,10,805802
0,2007,11,1187426
0,2008,0,1094381
0,2008,1,693813
0,2008,2,1372544
0,2008,3,432287
0,2008,4,278563
0,2008,5,187731
0,2008,6,705556
0,2008,7,710337
0,2008,8,480314
0,2008,9,1611051
0,2008,10,1576164
0,2008,11,854003
0,2009,0,687586
0,2009,1,906736
0,2009,2,895312
0,2009,3,371413
0,2009,4,486542
0,2009,5,390148
0,2009,6,620558
0,2009,7,329604
0,2009,8,264949
0,2009,9,707543
0,2009,10,1349829
0,2009,11,1514912
0,2010,0,369665
0,2010,1,834452
0,2010,2,1038682
0,2010,3,481988
0,2010,4,484522
0,2010,5,241331
0,2010,6,416319
0,2010,7,1325035
0,2010,8,1961019
0,2010,9,1737132
0,2010,10,1475724
0,2010,11,505817
0,2011,0,968295
0,2011,1,393098
0,2011,2,374072
0,2011,3,229921
0,2011,4,364196
0,2011,5,389375
0,2011,6,1096684
0,2011,7,1212186
0,2011,8,1491144
0,2011,9,1440554
0,2011,10,613795
0,2011,11,1574197
0,2012,0,1734976
0,2012,1,438775
0,2012,2,526019
0,2012,3,641209
0,2012,4,484432
0,2012,5,787637
0,2012,6,1368301
0,2012,7,986555
0,2012,8,0
0,2012,9,0
0,2012,10,0
0,2012,11,0
