./pomplogs/wetering.txt.gz
Pomp,jaar,maand,seconden
1,2011,4,596762
1,2011,5,629524
1,2011,6,811000
1,2011,7,885746
1,2011,8,899007
1,2011,9,780941
1,2011,10,633944
1,2011,11,966286
1,2012,0,1042587
1,2012,1,622677
1,2012,2,668566
1,2012,3,670533
1,2012,4,694491
1,2012,5,702808
1,2012,6,665118
1,2012,7,673671
1,2012,8,0
1,2012,9,0
1,2012,10,0
1,2012,11,0
2,2000,0,0
2,2000,1,0
2,2000,2,0
2,2000,3,0
2,2000,4,0
2,2000,5,0
2,2000,6,775
2,2000,7,0
2,2000,8,0
2,2000,9,0
2,2000,10,9035229
2,2000,11,4621229
2,2001,0,836688
2,2001,1,221799
2,2001,2,1343928
2,2001,3,1304884
2,2001,4,1070756
2,2001,5,1559632
2,2001,6,1018983
2,2001,7,1556015
2,2001,8,1250372
2,2001,9,10200
2,2001,10,27212
2,2001,11,1723451
2,2002,0,1295664
2,2002,1,939952
2,2002,2,13
2,2002,3,74823
2,2002,4,45161
2,2002,5,30574
2,2002,6,330694
2,2002,7,1495913
2,2002,8,549830
2,2002,9,820619
2,2002,10,696942
2,2002,11,639717
2,2003,0,838791
2,2003,1,573877
2,2003,2,502321
2,2003,3,638190
2,2003,4,479880
2,2003,5,663377
2,2003,6,630052
2,2003,7,435537
2,2003,8,478686
2,2003,9,718540
2,2003,10,773716
2,2003,11,710858
2,2004,0,997705
2,2004,1,850903
2,2004,2,632664
2,2004,3,693262
2,2004,4,700412
2,2004,5,377637
2,2004,6,750542
2,2004,7,629641
2,2004,8,735162
2,2004,9,826514
2,2004,10,861065
2,2004,11,844540
2,2005,0,822227
2,2005,1,810075
2,2005,2,830080
2,2005,3,804513
2,2005,4,853064
2,2005,5,447684
2,2005,6,219691
2,2005,7,1708828
2,2005,8,817353
2,2005,9,542894
2,2005,10,1173194
2,2005,11,900437
2,2006,0,820561
2,2006,1,588082
2,2006,2,678119
2,2006,3,823777
2,2006,4,831614
2,2006,5,536032
2,2006,6,621905
2,2006,7,968785
2,2006,8,743098
2,2006,9,855723
2,2006,10,939582
2,2006,11,1019924
2,2007,0,1168246
2,2007,1,872221
2,2007,2,933283
2,2007,3,676954
2,2007,4,677677
2,2007,5,736472
2,2007,6,1180652
2,2007,7,854098
2,2007,8,555952
2,2007,9,836415
2,2007,10,878221
2,2007,11,948531
2,2008,0,749509
2,2008,1,680409
2,2008,2,825453
2,2008,3,686808
2,2008,4,662687
2,2008,5,578501
2,2008,6,717727
2,2008,7,776574
2,2008,8,673635
2,2008,9,913624
2,2008,10,932670
2,2008,11,774482
2,2009,0,723221
2,2009,1,730090
2,2009,2,718879
2,2009,3,657395
2,2009,4,788436
2,2009,5,956567
2,2009,6,645649
2,2009,7,469619
2,2009,8,540249
2,2009,9,677521
2,2009,10,817628
2,2009,11,774188
2,2010,0,806595
2,2010,1,783307
2,2010,2,712964
2,2010,3,661748
2,2010,4,740580
2,2010,5,628563
2,2010,6,594982
2,2010,7,700938
2,2010,8,839476
2,2010,9,779176
2,2010,10,683426
2,2010,11,492134
2,2011,0,625649
2,2011,1,431005
2,2011,2,517624
2,2011,3,562899
2,2011,4,600558
2,2011,5,633546
2,2011,6,675395
2,2011,7,888908
2,2011,8,712132
2,2011,9,890924
2,2011,10,642598
2,2011,11,947804
2,2012,0,538796
2,2012,1,590953
2,2012,2,670487
2,2012,3,641707
2,2012,4,713957
2,2012,5,696363
2,2012,6,814169
2,2012,7,421051
2,2012,8,0
2,2012,9,0
2,2012,10,0
2,2012,11,0
