./pomplogs/Eesveen1.txt.gz
Pomp,jaar,maand,seconden
0,2000,0,0
0,2000,1,0
0,2000,2,0
0,2000,3,0
0,2000,4,0
0,2000,5,0
0,2000,6,0
0,2000,7,5072
0,2000,8,0
0,2000,9,0
0,2000,10,0
0,2000,11,0
0,2001,0,194837
0,2001,1,493428
0,2001,2,306523
0,2001,3,339411
0,2001,4,268245
0,2001,5,180714
0,2001,6,141617
0,2001,7,165428
0,2001,8,488117
0,2001,9,368380
0,2001,10,500766
0,2001,11,557200
0,2002,0,959562
0,2002,1,1333095
0,2002,2,509017
0,2002,3,388223
0,2002,4,235167
0,2002,5,154621
0,2002,6,123008
0,2002,7,128230
0,2002,8,75899
0,2002,9,417002
0,2002,10,863495
0,2002,11,359927
0,2003,0,562426
0,2003,1,403534
0,2003,2,756880
0,2003,3,213388
0,2003,4,363130
0,2003,5,134030
0,2003,6,135330
0,2003,7,24607
0,2003,8,65195
0,2003,9,174238
0,2003,10,119868
0,2003,11,361929
0,2004,0,369975
0,2004,1,687808
0,2004,2,341625
0,2004,3,223805
0,2004,4,100254
0,2004,5,102803
0,2004,6,157008
0,2004,7,195647
0,2004,8,157980
0,2004,9,153674
0,2004,10,409233
0,2004,11,366437
0,2005,0,250410
0,2005,1,391091
0,2005,2,439282
0,2005,3,330207
0,2005,4,194853
0,2005,5,75476
0,2005,6,98404
0,2005,7,152919
0,2005,8,206235
0,2005,9,211950
0,2005,10,228809
0,2005,11,229392
0,2006,0,254065
0,2006,1,186816
0,2006,2,308437
0,2006,3,215991
0,2006,4,137485
0,2006,5,63119
0,2006,6,39197
0,2006,7,638234
0,2006,8,58149
0,2006,9,79801
0,2006,10,100553
0,2006,11,85696
0,2007,0,233643
0,2007,1,182623
0,2007,2,763542
0,2007,3,77394
0,2007,4,105864
0,2007,5,648972
0,2007,6,175806
0,2007,7,110476
0,2007,8,606941
0,2007,9,134896
0,2007,10,116422
0,2007,11,705261
0,2008,0,259677
0,2008,1,178247
0,2008,2,231394
0,2008,3,118706
0,2008,4,91426
0,2008,5,678109
0,2008,6,295243
0,2008,7,212647
0,2008,8,205841
0,2008,9,289592
0,2008,10,216435
0,2008,11,148539
0,2009,0,319961
0,2009,1,288829
0,2009,2,244012
0,2009,3,259274
0,2009,4,244317
0,2009,5,208105
0,2009,6,702158
0,2009,7,710438
0,2009,8,111833
0,2009,9,196302
0,2009,10,221271
0,2009,11,256370
0,2010,0,152977
0,2010,1,128100
0,2010,2,139038
0,2010,3,227095
0,2010,4,217522
0,2010,5,165931
0,2010,6,102158
0,2010,7,202829
0,2010,8,241441
0,2010,9,147347
0,2010,10,151181
0,2010,11,118651
0,2011,0,170723
0,2011,1,212397
0,2011,2,125960
0,2011,3,96912
0,2011,4,72732
0,2011,5,105211
0,2011,6,158244
0,2011,7,169068
0,2011,8,159740
0,2011,9,130972
0,2011,10,98790
0,2011,11,179563
0,2012,0,205311
0,2012,1,109792
0,2012,2,106527
0,2012,3,99015
0,2012,4,109980
0,2012,5,140872
0,2012,6,158608
0,2012,7,133600
0,2012,8,0
0,2012,9,0
0,2012,10,0
0,2012,11,0
