./pomplogs/Gelderingen.txt.gz
Pomp,jaar,maand,seconden
1,2009,7,1354126
1,2009,8,1326917
1,2009,9,1454416
1,2009,10,748119
1,2009,11,135014
1,2010,0,120683
1,2010,1,58825
1,2010,2,413
1,2010,3,343448
1,2010,4,1619469
1,2010,5,1266183
1,2010,6,1206931
1,2010,7,1478002
1,2010,8,1886901
1,2010,9,1194722
1,2010,10,1324
1,2010,11,220
1,2011,0,15668
1,2011,1,149
1,2011,2,2875
1,2011,3,618759
1,2011,4,1235972
1,2011,5,1378887
1,2011,6,1551363
1,2011,7,1865753
1,2011,8,672777
1,2011,9,3645
1,2011,10,219
1,2011,11,7410
1,2012,0,165000
1,2012,1,3779
1,2012,2,289
1,2012,3,317
1,2012,4,214
1,2012,5,11209
1,2012,6,130927
1,2012,7,153297
1,2012,8,0
1,2012,9,0
1,2012,10,0
1,2012,11,0
